WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ViewContent,ViewAccess,Privacy,OverallRating
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,1029,0,5837,2051,18658,394,0,24495,11851,0.025841286,0,0.146584631,0.051506781,0.468558513,0.009894525,0,0.615143144,0.297614264,1,0,0,0,0,66.67955618,6,1.443639414,66.67955618,50000,97.98893263,6.621556096,1529.588011,6.621556096,50000,55248.98119,2,4.033333333,4.416666667,1.366666667,3.05
1,13.44000098,13.44000098,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,6901,13668,20569,17499,17499,0.124192416,0.245973329,0.370165746,0.314917127,0.314917127,12159,0,875,5964,0,9096,0,875,29645,0.210585566,0,0.015154402,0.103292402,0,0.1575365,0,0.015154402,0.51343113,1,0,0,0,0,308.1866677,5,122.5,308.1866677,50000,420.4397477,50000,896.9824408,420.4397477,50000,53244.50245,2,3.525,4.575,4.575,4.625
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,909,0,5710,997,8168,502,0,13878,12094,0.032029598,0,0.201198027,0.035130374,0.287808316,0.017688513,0,0.489006342,0.426145173,1,0,0,0,0,66.63692262,6,1.443639414,66.63692262,50000,97.15814409,29.12877266,1464.131643,29.12877266,50000,54777.00486,2,3.833333333,1.466666667,0.883333333,3.116666667
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,9283,0,12466,2749,5487,0,102,17953,3993,0.272388498,0,0.365786385,0.080663146,0.161003521,0,0.002992958,0.526789906,0.117165493,0,0,0,1,0,80.55944872,6,20.79686546,454.4257377,50000,127.572857,100.447693,50000,100.447693,80.55944872,53913.65395,2,2.8,1.24,1.54,1.9
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,27280,0,0,0,0,0,0,0,1100,0.96124031,0,0,0,0,0,0,0,0.03875969,1,0,0,0,0,14.81048196,2,5.785766602,14.81048196,50000,50000,50000,50000,50000,50000,53770.78377,0,-1.933333333,0.65,-2.85,-1.25
3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,5293,9916,15209,7037,1135,0.226380394,0.424105043,0.650485437,0.300970874,0.048543689,21665,1648,0,0,0,0,0,0,1304,0.88008287,0.066945607,0,0,0,0,0,0,0.052971524,1,0,0,0,0,21.4730567,3,7.709561348,21.4730567,22.27505157,50000,50000,50000,50000,50000,51672.20609,0,-4.433333333,-0.316666667,1.283333333,-3.1
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,5854,0,1942,7158,1246,0,5762,3188,11885,0.172954767,0,0.057375838,0.211481077,0.036812716,0,0.170236653,0.094188554,0.351138949,0,0,0,1,0,44.75118357,6,0,123.0724338,50000,140.5112624,33.57315268,50000,33.57315268,44.75118357,56672.30213,1,1.525,2.575,1.65,2.3
1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,6798,7260,14058,12141,0,0.259475553,0.277109813,0.536585366,0.463414634,0,6316,0,2113,0,0,0,0,2113,17770,0.241077904,0,0.080651933,0,0,0,0,0.080651933,0.678270163,1,0,0,0,0,71.85043913,3,1001.5,71.85043913,50000,83.50442359,50000,50000,83.50442359,50000,56422.82718,1,1.82,2.68,1.04,2.56
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,24792,0,2456,0,0,0,0,2456,1132,0.873572939,0,0.086539817,0,0,0,0,0.086539817,0.039887245,1,0,0,0,0,15.53792917,3,6.021242619,15.53792917,50000,18.45434817,50000,50000,18.45434817,50000,55946.78577,0,-0.35,0.85,-0.466666667,0.216666667
3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,5293,10720,16013,13623,13623,0.122356042,0.247809704,0.370165746,0.314917127,0.314917127,6605,0,7932,0,0,9896,0,7932,18826,0.15268499,0,0.183360688,0,0,0.228761645,0,0.183360688,0.435192677,0,0,1,0,0,37.09873717,4,50000,39.53966455,50000,37.09873717,50000,234.0925009,37.09873717,50000,54173.38007,2,4.6,2.94,2.44,4.08
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,4032,216,21177,0,0,0,0,21177,8422,0.119124295,0.006381659,0.625668449,0,0,0,0,0.625668449,0.248825598,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,56204.59075,1,3.42,2.82,3.18,3.46
1,13.44000098,13.44000098,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.380952392,4.44E-16,4.90E-16,4.800000191,4.800000191,2.800000191,2.800000191,1.714285666,63.21500684,63.21500684,39.49367466,39.49367466,63.5,39.5,6901,13668,20569,17499,17499,0.124192416,0.245973329,0.370165746,0.314917127,0.314917127,1154,0,8765,2593,26709,527,0,35474,17991,0.019986491,0,0.151803807,0.044908987,0.462581617,0.00912728,0,0.614385424,0.311591818,1,0,0,0,0,66.72653016,6,1.443639414,66.72653016,50000,95.10138234,6.58150573,1480.876555,6.58150573,50000,52724.65275,2,3.275,3.7,1.85,3.575
1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,6798,7260,14058,3834,0,0.379946345,0.405767941,0.785714286,0.214285714,0,10670,0,5981,914,0,0,327,5981,0,0.596355913,0,0.334283479,0.051084283,0,0,0.018276325,0.334283479,0,1,0,0,0,0,10.04116922,4,1.810287982,10.04116922,50000,12.05604002,50000,50000,12.05604002,11.11349237,50000,0,3.833333333,2.633333333,0.033333333,2.633333333
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,23052,0,0,3284,0,0,3926,0,3585,0.681064792,0,0,0.097024847,0,0,0.115992555,0,0.105917807,0,0,0,1,0,17.50975344,4,5.827409267,17.74989551,50000,50000,50000,50000,50000,17.50975344,56790.60986,1,2.9,1.533333333,-1.533333333,1.833333333
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,14652,0,0,1824,0,0,10849,0,6755,0.429929577,0,0,0.053521127,0,0,0.318339202,0,0.198210094,1,0,0,0,0,32.42016651,4,13.61140347,32.42016651,50000,50000,50000,50000,50000,36.55458554,54770.05184,1,1.36,2.84,-0.2,1
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,4368,0,5401,0,0,0,0,5401,18611,0.153911205,0,0.190310078,0,0,0,0,0.190310078,0.655778717,0,0,1,0,0,365.5830783,3,45.95530319,692.3298359,50000,365.5830783,50000,50000,365.5830783,50000,55097.46817,1,1.96,-0.16,2.86,1.18
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,2116,4201,15181,13806,118,0,997,15299,3401,0.053139126,0.105499749,0.381240583,0.346710196,0.002963335,0,0.02503767,0.384203918,0.085409342,0,1,0,0,0,13.71070861,7,1.883717239,58.88221095,13.71070861,18.59167329,12.19063505,50000,12.19063505,20.79632162,55668.22202,2,-0.7,1.483333333,-0.783333333,-1.333333333
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,17560,9902,0,918,0,0,0,0,0,0.618745595,0.348907681,0,0.032346723,0,0,0,0,0,0,1,0,0,0,13.84708225,3,2.513761044,20.06914308,13.84708225,50000,50000,50000,50000,50000,50000,0,-3.1,2.275,-2.9,-1.725
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,3883,0,638,124,0,8520,2775,638,18140,0.113937793,0,0.018720657,0.003638498,0,0.25,0.081426056,0.018720657,0.532276995,0,0,0,1,0,152.6801557,6,41.67885208,152.6801557,50000,732.2693585,50000,208.9054718,732.2693585,152.6801557,54656.40546,1,2.966666667,1.75,3.25,2.25
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,13388,0,13902,0,11572,0,688,25474,270,0.336212958,0,0.349121045,0,0.290607735,0,0.01727775,0.63972878,0.006780512,0,0,1,0,0,15.61242841,5,4.180874825,32.84037486,50000,15.61242841,15.72104193,50000,15.61242841,25.00054797,55117.03115,0,3.04,3.18,-2.28,1.46
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,17764,4001,0,0,0,0,0,0,12315,0.521244131,0.117400235,0,0,0,0,0,0,0.361355634,0,1,0,0,0,8.676651936,3,26.56128883,12.7972116,8.676651936,50000,50000,50000,50000,50000,54478.62915,1,-1.033333333,2.633333333,-0.866666667,-0.3
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,1858,3960,15774,2594,12,0,1151,15786,3031,0.06546864,0.139534884,0.555813953,0.091402396,0.000422833,0,0.04055673,0.556236786,0.106800564,0,1,0,0,0,14.51395637,7,1.883717239,80.1729279,14.51395637,18.24690489,15.45409163,50000,15.45409163,20.41871726,55515.18321,2,-0.65,0.683333333,0.216666667,0.283333333
1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,6798,7260,14058,3834,0,0.379946345,0.405767941,0.785714286,0.214285714,0,12157,0,5089,413,204,0,29,5293,0,0.679465683,0,0.284428795,0.023082942,0.011401744,0,0.001620836,0.295830539,0,0,0,1,0,0,63.91040365,5,0.383303375,142.9921675,50000,63.91040365,153.7545069,50000,63.91040365,142.2031556,50000,1,1.3,0.56,1.7,0.94
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,14049,0,3293,828,0,0,0,3293,10210,0.495031712,0,0.116032417,0.029175476,0,0,0,0.116032417,0.359760395,0,0,1,0,0,22.36935118,4,9.595144056,161.3421049,50000,22.36935118,50000,50000,22.36935118,50000,54967.79118,2,2.84,0.12,2.92,2.36
1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,6901,13668,20569,17499,1535,0.174254476,0.345125369,0.519379845,0.441860465,0.03875969,20242,0,5420,924,0,0,0,5420,14565,0.491895701,0,0.131710043,0.022453889,0,0,0,0.131710043,0.353940366,0,0,1,0,0,21.12698386,4,9.595144056,133.34351,50000,21.12698386,50000,50000,21.12698386,50000,53256.87514,2,2.1,2.5,2.18,2.28
1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,6798,7260,14058,3834,0,0.379946345,0.405767941,0.785714286,0.214285714,0,3914,0,4529,0,0,0,0,4529,9449,0.218756986,0,0.25312989,0,0,0,0,0.25312989,0.528113123,0,0,1,0,0,434.1319121,3,45.95530319,901.8828231,50000,434.1319121,50000,50000,434.1319121,50000,57193.35345,1,3.24,3.52,4.1,3.06
1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,6901,13668,20569,17499,1535,0.174254476,0.345125369,0.519379845,0.441860465,0.03875969,18855,787,4079,775,2132,0,209,6211,14314,0.458190566,0.019124687,0.099122743,0.018833078,0.051809191,0,0.005078856,0.150931934,0.347840879,0,1,0,0,0,20.3139181,7,0.234022452,61.0184034,20.3139181,49.56461958,108.6929301,50000,49.56461958,72.77933944,53123.5005,2,1.333333333,3.416666667,2.9,2.65
2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,4690,10050,14740,12540,1100,0.165257223,0.354122622,0.519379845,0.441860465,0.03875969,7934,0,173,90,0,163,0,173,20020,0.279563073,0,0.006095842,0.003171247,0,0.005743481,0,0.006095842,0.705426357,1,0,0,0,0,1009.19561,5,92.70940026,1009.19561,50000,1213.441963,50000,3723.026963,1213.441963,50000,55197.71527,2,4.225,2.9,2.75,3.65
3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,5293,9916,15209,7037,1135,0.226380394,0.424105043,0.650485437,0.300970874,0.048543689,8459,0,1412,173,0,0,0,1412,14573,0.343624325,0,0.057358736,0.007027664,0,0,0,0.057358736,0.591989276,1,0,0,0,0,613.6480458,4,64.25656272,613.6480458,50000,692.837977,50000,50000,692.837977,50000,53182.18798,2,3.125,1.575,3.975,2.3
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,0,0,33695,0,0,0,0,33695,385,0,0,0.988703052,0,0,0,0,0.988703052,0.011296948,0,0,1,0,0,5.630049881,2,1.678006589,50000,50000,5.630049881,50000,50000,5.630049881,50000,57868.95346,0,1.883333333,0.783333333,2.883333333,1.566666667
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,8245,0,5725,0,3776,0,77,9501,16024,0.243596183,0,0.169143499,0,0.111560847,0,0.002274943,0.280704346,0.473424528,1,0,0,0,0,75.44601316,5,1001.5,75.44601316,50000,77.64609751,85.08849063,50000,77.64609751,75.45893056,56945.55734,1,3.34,3.04,2.36,2.54
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,8853,0,6823,16452,0,0,0,6823,7692,0.222325465,0,0.171346057,0.413159216,0,0,0,0.171346057,0.193169262,1,0,0,0,0,11.79563707,4,4.965368631,11.79563707,50000,14.35031648,50000,50000,14.35031648,50000,54837.67967,0,-0.075,1.725,-1.175,0.25
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,3869,405,22064,0,0,0,0,22064,7742,0.113526995,0.011883803,0.64741784,0,0,0,0,0.64741784,0.227171362,0,1,0,0,0,25.33147294,4,1001.5,101.9772546,25.33147294,98.6317304,50000,50000,98.6317304,50000,54040.77683,1,3.733333333,1.266666667,4.2,1.9
1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,6901,5628,12529,10659,10659,0.203888085,0.166277661,0.370165746,0.314917127,0.314917127,1154,0,5336,1914,15832,24,0,21168,9587,0.034094602,0,0.157650604,0.056548586,0.467751943,0.000709073,0,0.625402547,0.283245192,1,0,0,0,0,66.72653016,6,1.443639414,66.72653016,50000,102.8576823,6.628888925,1986.758644,6.628888925,50000,56478.54604,2,2.016666667,1.85,-1.483333333,0.566666667
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,8809,0,16787,0,13712,0,0,30499,512,0.221220492,0,0.421572074,0,0.344349573,0,0,0.765921647,0.01285786,0,0,1,0,0,3.535154732,4,1.688093781,34.17251339,50000,3.535154732,7.334976111,50000,3.535154732,50000,54693.69616,0,2.666666667,1.666666667,-1.1,1.3
1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,6798,7260,14058,3834,0,0.379946345,0.405767941,0.785714286,0.214285714,0,21,0,11670,0,0,1795,0,11670,4406,0.001173709,0,0.652246814,0,0,0.100324167,0,0.652246814,0.24625531,0,0,1,0,0,810.6435637,4,15.38297462,1605.861859,50000,810.6435637,50000,533.0436631,810.6435637,50000,57283.35787,2,4.52,3,4.16,4.2
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,7649,0,10160,0,209,3778,0,10369,12284,0.224442488,0,0.298122066,0,0.006132629,0.110856808,0,0.304254695,0.360446009,0,0,1,0,0,334.9022058,5,34.38318512,747.1312383,50000,334.9022058,1024.767647,367.6564369,334.9022058,50000,54908.17421,2,2.52,1.1,1.22,1.48
2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,5628,9112,14740,12540,12540,0.141336012,0.228829734,0.370165746,0.314917127,0.314917127,14834,0,12316,963,1140,0,0,13456,10567,0.372526369,0,0.309291813,0.024183827,0.02862883,0,0,0.337920643,0.265369161,0,0,1,0,0,18.86052448,5,9.595144056,132.8496089,50000,18.86052448,76.90346448,50000,18.86052448,50000,55465.21998,2,2.02,1.5,1.04,1.96
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,5004,0,6277,0,0,6961,0,6277,15838,0.146830986,0,0.184184272,0,0,0.204254695,0,0.184184272,0.464730047,0,0,1,0,0,37.5447148,4,50000,43.30472303,50000,37.5447148,50000,296.8195256,37.5447148,50000,54528.7448,2,4.9,3.9,3.1,4.75
4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,3776,10384,14160,10560,9360,0.110798122,0.304694836,0.415492958,0.309859155,0.274647887,7745,0,11558,0,3506,3466,0,15064,7805,0.22725939,0,0.339143192,0,0.102875587,0.101701878,0,0.442018779,0.229019953,0,0,1,0,0,5.886225651,5,1.669704518,125.7286885,50000,5.886225651,6.412438841,28.85543657,5.886225651,50000,54260.3139,1,3.233333333,3.2,3.766666667,3.066666667
