NO,Background,WindowType,WindowNumber,WindowAreaSum,WindowAreaAvg,DistanceToWindowSum,DistanceToWindowAvg,ViewVectorandWindowCenterAngleAvg,RoomWidth,RoomHeight,RoomDepth,RoomVolume,WholeRoomVolume,WindowToWallRatio,VWindowDispersion,HWindowDispersion,WindowLengthSum,WindowLengthAvg,WindowHeightSum,WindowHeightAvg,AspectRatioAvg,WindowHorizontalAngleSum,WindowHorizontalAngleAvg,WindowVerticalAngleSum,WindowVerticalAngleAvg,HViewAngle,VViewAngle,Z1PtsCount,Z2PtsCount,Z2PtsCountZ1PtsCount,Z3PtsCount,Z4PtsCount,Z1PtsCountRatio,Z2PtCountRatio,Z2PtsCountZ1PtsCountRatio,Z3PtsCountRatio,Z4PtsCountRatio,BuildingPtsCount,EquipmentPtsCount,TreePtsCount,PavementPtsCount,GrassPtsCount,WaterPtsCount,DynamicPtsCount,TreePtsCountGrassPtsCount,SkyPtsCount,BuildingPtsCountRatio,EquipmentPtsCountRatio,TreePtsCountRatio,PavementPtsCountRatio,GrassPtsCountRatio,WaterPtsCountRatio,DynamicPtsRatio,TreePtsCountGrassPtsCountRatio,SkyPtsCountRatio,BuildingIsClosest,EquipmentIsClosest,TreeIsClosest,DynamicIsClosest,SkyIsClosest,ClosestObjectDist,ElementNumber,FloorHeights,BuildingClosestDist,EquipmentClosestDist,TreeClosestDist,GrassClosestDist,WaterClosestDist,NatureClosestDist,DynamicClosestDist,SkyClosestDist,SkyCondition,ID,ViewContent,ViewAccess,Privacy,OverallRating,RAND
105,11,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,26450,0,4757,1943,0,0,0,4757,697,0.781457736,0,0.140544214,0.057405383,0,0,0,0.140544214,0.020592667,0,0,1,0,0,7.482724234,4,10.73494376,37.39767531,50000,7.482724234,50000,50000,7.482724234,50000,57195.03645,1,R_sGYOEE41wzAOsG5,-0.3,0.8,0.5,0.5,0.5961537
105,11,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,26450,0,4757,1943,0,0,0,4757,697,0.781457736,0,0.140544214,0.057405383,0,0,0,0.140544214,0.020592667,0,0,1,0,0,7.482724234,4,10.73494376,37.39767531,50000,7.482724234,50000,50000,7.482724234,50000,57195.03645,1,R_23UcWkI3TvCm7mT,3.1,1,1,1,0.942157363
105,11,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,26450,0,4757,1943,0,0,0,4757,697,0.781457736,0,0.140544214,0.057405383,0,0,0,0.140544214,0.020592667,0,0,1,0,0,7.482724234,4,10.73494376,37.39767531,50000,7.482724234,50000,50000,7.482724234,50000,57195.03645,1,R_3oBfC9HbvBkpzEW,1.2,1.8,-1.1,2.4,0.786221414
105,11,5,1,7.840000129,7.840000129,3.9,3.9,0,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.222222216,8.88E-16,1.29E-16,2.799999952,2.799999952,2.800000191,2.800000191,0.999999915,39.49367281,39.49367281,37.3365983,37.3365983,39.5,39.5,486,396,882,735,735,0.206632653,0.168367347,0.375,0.3125,0.3125,26450,0,4757,1943,0,0,0,4757,697,0.781457736,0,0.140544214,0.057405383,0,0,0,0.140544214,0.020592667,0,0,1,0,0,7.482724234,4,10.73494376,37.39767531,50000,7.482724234,50000,50000,7.482724234,50000,57195.03645,1,R_2SeHXwunKX4Lylc,2.9,3.9,-1.5,2.5,0.99047512
106,11,6,3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,32846,0,7538,2412,0,0,0,7538,463,0.759287085,0,0.174252757,0.055757183,0,0,0,0.174252757,0.010702975,0,0,1,0,0,7.019874598,4,10.73494376,36.49367384,50000,7.019874598,50000,50000,7.019874598,50000,57238.3204,1,R_22mnZbOkpZdwfPc,-1,1.8,-2.3,-0.8,0.317907632
106,11,6,3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,32846,0,7538,2412,0,0,0,7538,463,0.759287085,0,0.174252757,0.055757183,0,0,0,0.174252757,0.010702975,0,0,1,0,0,7.019874598,4,10.73494376,36.49367384,50000,7.019874598,50000,50000,7.019874598,50000,57238.3204,1,R_1iexFX9Ul6KcI2f,0.8,0.6,-0.1,0.3,0.989930632
106,11,6,3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,32846,0,7538,2412,0,0,0,7538,463,0.759287085,0,0.174252757,0.055757183,0,0,0,0.174252757,0.010702975,0,0,1,0,0,7.019874598,4,10.73494376,36.49367384,50000,7.019874598,50000,50000,7.019874598,50000,57238.3204,1,R_3CNrDk4vp528n94,2.3,2.5,1.3,2.3,0.680008836
106,11,6,3,10.08000007,3.360000024,12.25703297,4.085677655,14.02500735,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.285714275,6.66E-16,1,3.599999905,1.199999968,8.400000572,2.800000191,0.428571388,48.10460189,16.0348673,113.7520248,37.9173416,49.5,39.5,378,756,1134,945,945,0.125,0.25,0.375,0.3125,0.3125,32846,0,7538,2412,0,0,0,7538,463,0.759287085,0,0.174252757,0.055757183,0,0,0,0.174252757,0.010702975,0,0,1,0,0,7.019874598,4,10.73494376,36.49367384,50000,7.019874598,50000,50000,7.019874598,50000,57238.3204,1,R_2SeHXwunKX4Lylc,1.7,3.1,-1.6,2.4,0.368791635
107,11,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,23108,0,2394,0,0,0,0,2394,697,0.882018398,0,0.091377533,0,0,0,0,0.091377533,0.026604069,0,0,1,0,0,7.57824838,3,10.73494376,37.09309318,50000,7.57824838,50000,50000,7.57824838,50000,57195.03645,1,R_bxwWUvy8oXB2B8d,-2.3,-3.2,-3.7,-2.6,0.535005815
107,11,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,23108,0,2394,0,0,0,0,2394,697,0.882018398,0,0.091377533,0,0,0,0,0.091377533,0.026604069,0,0,1,0,0,7.57824838,3,10.73494376,37.09309318,50000,7.57824838,50000,50000,7.57824838,50000,57195.03645,1,R_puuHVOFjvamD30Z,-1.5,-1.2,-1.2,-1.6,0.576435635
107,11,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,23108,0,2394,0,0,0,0,2394,697,0.882018398,0,0.091377533,0,0,0,0,0.091377533,0.026604069,0,0,1,0,0,7.57824838,3,10.73494376,37.09309318,50000,7.57824838,50000,50000,7.57824838,50000,57195.03645,1,R_2UaNidcwUeYDvMl,2.7,2.7,-0.9,-0.6,0.985133021
107,11,7,1,6.080000396,6.080000396,3.925875698,3.925875698,6.581944655,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.172335604,0.45,8.05E-16,3.200000048,3.200000048,1.900000095,1.900000095,1.684210467,44.61241096,44.61241096,27.05259754,27.05259754,44.5,27,468,540,1008,840,0,0.253246753,0.292207792,0.545454545,0.454545455,0,23108,0,2394,0,0,0,0,2394,697,0.882018398,0,0.091377533,0,0,0,0,0.091377533,0.026604069,0,0,1,0,0,7.57824838,3,10.73494376,37.09309318,50000,7.57824838,50000,50000,7.57824838,50000,57195.03645,1,R_2ahitD9T1mAp5zB,-1.5,1.8,-1.9,0.8,0.491188812
108,11,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,29909,0,7072,2220,0,0,0,7072,619,0.751104972,0,0.177599196,0.055750879,0,0,0,0.177599196,0.015544952,0,0,1,0,0,7.249690932,4,10.73494376,36.90907186,50000,7.249690932,50000,50000,7.249690932,50000,57167.05008,1,R_3CNHV3wg1vA6y2X,-1.7,-0.7,-1.5,-1.4,0.26924018
108,11,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,29909,0,7072,2220,0,0,0,7072,619,0.751104972,0,0.177599196,0.055750879,0,0,0,0.177599196,0.015544952,0,0,1,0,0,7.249690932,4,10.73494376,36.90907186,50000,7.249690932,50000,50000,7.249690932,50000,57167.05008,1,R_sp213UxeEegPnyN,1.1,1.1,1.1,1.1,0.393925462
108,11,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,29909,0,7072,2220,0,0,0,7072,619,0.751104972,0,0.177599196,0.055750879,0,0,0,0.177599196,0.015544952,0,0,1,0,0,7.249690932,4,10.73494376,36.90907186,50000,7.249690932,50000,50000,7.249690932,50000,57167.05008,1,R_3hsDSRBu80zZI6l,2,3.1,1,2,0.554816209
108,11,8,2,9.240000009,4.620000005,8.04005597,4.020027985,14.03624347,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.26190475,2.22E-16,0.975,3.299999952,1.649999976,5.600000381,2.800000191,0.589285666,45.14508372,22.57254186,75.5718658,37.7859329,45,39.5,396,648,1044,870,870,0.142241379,0.232758621,0.375,0.3125,0.3125,29909,0,7072,2220,0,0,0,7072,619,0.751104972,0,0.177599196,0.055750879,0,0,0,0.177599196,0.015544952,0,0,1,0,0,7.249690932,4,10.73494376,36.90907186,50000,7.249690932,50000,50000,7.249690932,50000,57167.05008,1,R_3MnG3OVVcWWOfvt,1.8,4.4,-1,2.9,0.024735062
109,11,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,27004,0,5758,1135,0,0,0,5758,183,0.792370892,0,0.168955399,0.033303991,0,0,0,0.168955399,0.005369718,0,0,1,0,0,7.513926823,4,10.73494376,36.39907945,50000,7.513926823,50000,50000,7.513926823,50000,57280.79586,1,R_3m4AEj0460zBaMJ,-0.6,0.6,-2.4,-0.6,0.595842058
109,11,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,27004,0,5758,1135,0,0,0,5758,183,0.792370892,0,0.168955399,0.033303991,0,0,0,0.168955399,0.005369718,0,0,1,0,0,7.513926823,4,10.73494376,36.39907945,50000,7.513926823,50000,50000,7.513926823,50000,57280.79586,1,R_3hnCnlWWjVBQaEA,1.3,-1.2,0.9,0.1,0.570328041
109,11,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,27004,0,5758,1135,0,0,0,5758,183,0.792370892,0,0.168955399,0.033303991,0,0,0,0.168955399,0.005369718,0,0,1,0,0,7.513926823,4,10.73494376,36.39907945,50000,7.513926823,50000,50000,7.513926823,50000,57280.79586,1,R_3Jwm07eUQlRaYAz,1.9,-1,-1.6,1.2,0.426993176
109,11,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,27004,0,5758,1135,0,0,0,5758,183,0.792370892,0,0.168955399,0.033303991,0,0,0,0.168955399,0.005369718,0,0,1,0,0,7.513926823,4,10.73494376,36.39907945,50000,7.513926823,50000,50000,7.513926823,50000,57280.79586,1,R_333IM7rlSBZOL4x,1.6,1.5,-0.1,1.5,0.76340054
109,11,9,4,7.919999485,1.979999871,16.55703297,4.139258242,19.50363244,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.224489771,0.65,1.2,7.199999809,1.799999952,4.399999976,1.099999994,2.062500026,95.60819708,23.90204927,60.23831836,15.05957959,48,32.5,256,736,992,744,682,0.105872622,0.304383788,0.41025641,0.307692308,0.282051282,27004,0,5758,1135,0,0,0,5758,183,0.792370892,0,0.168955399,0.033303991,0,0,0,0.168955399,0.005369718,0,0,1,0,0,7.513926823,4,10.73494376,36.39907945,50000,7.513926823,50000,50000,7.513926823,50000,57280.79586,1,R_237bZrevdjEmjps,1.4,2.8,-5,1.9,0.505663963
110,11,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,17385,0,475,0,0,0,0,475,32,0.971663313,0,0.026548178,0,0,0,0,0.026548178,0.001788509,0,0,1,0,0,7.57824838,3,10.73494376,36.9512471,50000,7.57824838,50000,50000,7.57824838,50000,56859.094,1,R_2SxakvmoJsqzraI,-3.4,-3.1,-3.8,-4,0.328533852
110,11,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,17385,0,475,0,0,0,0,475,32,0.971663313,0,0.026548178,0,0,0,0,0.026548178,0.001788509,0,0,1,0,0,7.57824838,3,10.73494376,36.9512471,50000,7.57824838,50000,50000,7.57824838,50000,56859.094,1,R_3PBSedSdUfyQ0SE,-3,-0.7,-2,-2.3,0.725817298
110,11,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,17385,0,475,0,0,0,0,475,32,0.971663313,0,0.026548178,0,0,0,0,0.026548178,0.001788509,0,0,1,0,0,7.57824838,3,10.73494376,36.9512471,50000,7.57824838,50000,50000,7.57824838,50000,56859.094,1,R_2uU67n54vj3DIwN,-1.6,-1.8,-2.4,-1.9,0.65505661
110,11,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,17385,0,475,0,0,0,0,475,32,0.971663313,0,0.026548178,0,0,0,0,0.026548178,0.001788509,0,0,1,0,0,7.57824838,3,10.73494376,36.9512471,50000,7.57824838,50000,50000,7.57824838,50000,56859.094,1,R_bxwWUvy8oXB2B8d,1.2,-3.1,-1.2,-0.7,0.578471065
110,11,10,1,4.159999909,4.159999909,3.902883549,3.902883549,2.202598162,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.117913824,0.15,4.47E-16,3.200000048,3.200000048,1.299999952,1.299999952,2.461538589,44.61241096,44.61241096,18.89793438,18.89793438,44.5,19,486,504,990,275,0,0.384189723,0.398418972,0.782608696,0.217391304,0,17385,0,475,0,0,0,0,475,32,0.971663313,0,0.026548178,0,0,0,0,0.026548178,0.001788509,0,0,1,0,0,7.57824838,3,10.73494376,36.9512471,50000,7.57824838,50000,50000,7.57824838,50000,56859.094,1,R_79h6Q3Ule3gRFMR,5,2,-5,4.2,0.400416046
111,12,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,8731,0,6066,0,0,0,0,6066,26354,0.212169814,0,0.147408325,0,0,0,0,0.147408325,0.640421861,0,0,1,0,0,52.76118634,3,15.55939102,87.10897033,50000,52.76118634,50000,50000,52.76118634,50000,53105.18418,1,R_3oWRyZHAglYbZij,-0.9,0.9,1.8,-0.3,0.667672184
111,12,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,8731,0,6066,0,0,0,0,6066,26354,0.212169814,0,0.147408325,0,0,0,0,0.147408325,0.640421861,0,0,1,0,0,52.76118634,3,15.55939102,87.10897033,50000,52.76118634,50000,50000,52.76118634,50000,53105.18418,1,R_27y8BRELbrJDgFO,-0.5,1.6,2.7,0.5,0.311306495
111,12,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,8731,0,6066,0,0,0,0,6066,26354,0.212169814,0,0.147408325,0,0,0,0,0.147408325,0.640421861,0,0,1,0,0,52.76118634,3,15.55939102,87.10897033,50000,52.76118634,50000,50000,52.76118634,50000,53105.18418,1,R_22mnZbOkpZdwfPc,1.1,3.2,-0.7,1.5,0.434480465
111,12,1,1,9.600000954,9.600000954,3.920459157,3.920459157,5.856013585,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.272108858,0.4,1.56E-15,4.800000191,4.800000191,2,2,2.400000095,63.21500684,63.21500684,28.49300062,28.49300062,63.5,28.5,459,884,1343,1264,158,0.166003617,0.319710669,0.485714286,0.457142857,0.057142857,8731,0,6066,0,0,0,0,6066,26354,0.212169814,0,0.147408325,0,0,0,0,0.147408325,0.640421861,0,0,1,0,0,52.76118634,3,15.55939102,87.10897033,50000,52.76118634,50000,50000,52.76118634,50000,53105.18418,1,R_3G3qhkUZp8k4BGM,1,1,2,1.5,0.562427555
112,12,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,6254,0,3925,0,0,0,0,3925,18201,0.220366455,0,0.138301621,0,0,0,0,0.138301621,0.641331924,0,0,1,0,0,54.28791037,3,15.55939102,87.50324346,50000,54.28791037,50000,50000,54.28791037,50000,55092.1502,1,R_2SxakvmoJsqzraI,-3,-3.2,1,-3.5,0.935642278
112,12,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,6254,0,3925,0,0,0,0,3925,18201,0.220366455,0,0.138301621,0,0,0,0,0.138301621,0.641331924,0,0,1,0,0,54.28791037,3,15.55939102,87.50324346,50000,54.28791037,50000,50000,54.28791037,50000,55092.1502,1,R_1FD7drEA3u97cl0,-2.1,-2.8,2.4,-1.8,0.438462526
112,12,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,6254,0,3925,0,0,0,0,3925,18201,0.220366455,0,0.138301621,0,0,0,0,0.138301621,0.641331924,0,0,1,0,0,54.28791037,3,15.55939102,87.50324346,50000,54.28791037,50000,50000,54.28791037,50000,55092.1502,1,R_237bZrevdjEmjps,-1.1,-1,-1.1,-1.1,0.620901233
112,12,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,6254,0,3925,0,0,0,0,3925,18201,0.220366455,0,0.138301621,0,0,0,0,0.138301621,0.641331924,0,0,1,0,0,54.28791037,3,15.55939102,87.50324346,50000,54.28791037,50000,50000,54.28791037,50000,55092.1502,1,R_qWqotByIT5GFyqB,-2,0.2,1,-1,0.679354796
112,12,2,2,6.600000298,3.300000149,8.130344396,4.065172198,16.38883926,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.18707483,0.4,1.075,3.299999952,1.649999976,4,2,0.824999988,44.61321148,22.30660574,55.19185773,27.59592886,45,28.5,306,680,986,928,116,0.150738916,0.334975369,0.485714286,0.457142857,0.057142857,6254,0,3925,0,0,0,0,3925,18201,0.220366455,0,0.138301621,0,0,0,0,0.138301621,0.641331924,0,0,1,0,0,54.28791037,3,15.55939102,87.50324346,50000,54.28791037,50000,50000,54.28791037,50000,55092.1502,1,R_2sXBujuO8viQuEx,1.7,3.6,1.2,2.6,0.071722808
113,12,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,6301,0,4757,0,0,0,0,4757,13559,0.255961328,0,0.193240444,0,0,0,0,0.193240444,0.550798229,0,0,1,0,0,52.36004758,3,15.55939102,87.90911208,50000,52.36004758,50000,50000,52.36004758,50000,53106.13422,1,R_so5lPiCrViTY49z,1.1,-3,-2.9,-1.5,0.890656459
113,12,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,6301,0,4757,0,0,0,0,4757,13559,0.255961328,0,0.193240444,0,0,0,0,0.193240444,0.550798229,0,0,1,0,0,52.36004758,3,15.55939102,87.90911208,50000,52.36004758,50000,50000,52.36004758,50000,53106.13422,1,R_bxwWUvy8oXB2B8d,-1.2,1.7,-1.9,-0.7,0.488304478
113,12,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,6301,0,4757,0,0,0,0,4757,13559,0.255961328,0,0.193240444,0,0,0,0,0.193240444,0.550798229,0,0,1,0,0,52.36004758,3,15.55939102,87.90911208,50000,52.36004758,50000,50000,52.36004758,50000,53106.13422,1,R_2CKtw7CXPseIHcc,2.4,1,4.2,1.2,0.593802526
113,12,3,3,5.760000315,1.920000105,12.50512484,4.168374946,17.58465964,4.800000191,2.800000094,3.899999976,52.41600352,64.51200569,0.163265308,0.2,1.2,3.600000143,1.200000048,4.800000072,1.600000024,0.750000019,46.50187274,15.50062425,65.37810465,21.79270155,47.5,23,357,646,1003,531,118,0.216101695,0.391041162,0.607142857,0.321428571,0.071428571,6301,0,4757,0,0,0,0,4757,13559,0.255961328,0,0.193240444,0,0,0,0,0.193240444,0.550798229,0,0,1,0,0,52.36004758,3,15.55939102,87.90911208,50000,52.36004758,50000,50000,52.36004758,50000,53106.13422,1,R_2Y3W8EjNa5AAuoc,0.3,1.6,1.6,1.3,0.911812095
